ra,status,status_msg,ckt_id,service_type,dryrun,payload,update_time
737068,Failed,"{u'message': u'Device Sync Operation Error', u'type': u'DeviceError', u'details': [{u'status': u'error', u'deviceName': u' BGL_KVR_901_1AC_T_CASR920R032', u'info': u'Device is not available in any controllers'}, {u'status': u'in-sync', u'deviceName': u'BGL_ARP_901_1AG_CASR9KTR143'}]}",TC_68,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/0/4'}, u'device': u' BGL_KVR_901_1AC_T_CASR920R032', u'evc': {u'svlan': u'300'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_68', u'destn': {u'lagg': {u'devices': [{u'device': u'BGL_ARP_901_1AG_CASR9KTR143', u'interface-list': [{u'intf-id': u'GigabitEthernet0/3/1/12', u'svlan': u'300'}]}]}}, u'bandwidth': u'10240', u'downtime': u'false', u'order': {u'ra': 737068, u'lsi': u'1353'}}]}",2020-05-05T13:12:15.765Z
747068,Failed,"{u'message': u'Device Sync Operation Error', u'type': u'DeviceError', u'details': [{u'status': u'error', u'deviceName': u' BGL_KVR_901_1AC_T_CASR920R032', u'info': u'Device is not available in any controllers'}, {u'status': u'in-sync', u'deviceName': u'BGL_ARP_901_1AG_CASR9KTR143'}]}",TC_68,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/0/4'}, u'device': u' BGL_KVR_901_1AC_T_CASR920R032', u'evc': {u'svlan': u'300'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_68', u'destn': {u'lagg': {u'devices': [{u'device': u'BGL_ARP_901_1AG_CASR9KTR143', u'interface-list': [{u'intf-id': u'GigabitEthernet0/3/1/12', u'svlan': u'300'}]}]}}, u'bandwidth': u'10240', u'downtime': u'false', u'order': {u'ra': 747068, u'lsi': u'1353'}}]}",2020-05-05T13:13:46.523Z
3445081,Failed,Exception in callback: any of the access is not visible in remote system so failed to complete agg selection,AXBL-ANG1642225,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/1/7'}, u'device': u'MUM_XNZ_901_3AC_HAT950BR237'}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'AXBL-ANG1642225', u'destn': {u'lagg': {u'devices': [{u'device': u'MUM_LGH_901_1AG_A_HCX6X8AR017', u'interface-list': [{u'intf-id': u'Eth-Trunk24', u'svlan': u'1345'}]}, {u'device': u'MUM_LGH_901_2AG_A_HCX6HX8AR034', u'interface-list': [{u'intf-id': u'Eth-Trunk24', u'svlan': u'1345'}]}]}}, u'bandwidth': u'4096', u'downtime': u'false', u'order': {u'date-of-provisioning': u'06052020', u'ra': 3445081, u'lsi': u'13550936'}}]}",2020-05-06T05:53:05.960Z
3445611,Failed,Exception in callback: any of the access is not visible in remote system so failed to complete agg selection,TDNP-ANG1642344,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/2/3'}, u'device': u'PUN_TDH_901_1AC_B_HAT910CR238'}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TDNP-ANG1642344', u'destn': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/2/21'}, u'device': u'PUN_NMK_901_1AC_M_HAT910BR002'}]}, u'bandwidth': u'614400', u'downtime': u'false', u'order': {u'date-of-provisioning': u'06052020', u'ra': 3445611, u'lsi': u'13559563'}}]}",2020-05-06T05:52:07.446Z
3448925,Failed,Exception in callback: any of the access is not visible in remote system so failed to complete agg selection,UBOI-ANG1642394,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/3/7'}, u'device': u'MUM_NAR_911_2AC_HAT950BR088'}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'UBOI-ANG1642394', u'destn': {u'lagg': {u'devices': [{u'device': u'MUM_LGH_901_1AG_A_HCX6X8AR017', u'interface-list': [{u'intf-id': u'Eth-Trunk24', u'svlan': u'4028'}]}, {u'device': u'MUM_LGH_901_2AG_A_HCX6HX8AR034', u'interface-list': [{u'intf-id': u'Eth-Trunk24', u'svlan': u'4028'}]}]}}, u'bandwidth': u'8192', u'downtime': u'false', u'order': {u'date-of-provisioning': u'05052020', u'ra': 3448925, u'lsi': u'13558723'}}]}",2020-05-06T06:05:32.481Z
3448925,Failed,RPC error towards RFS-HUAWEI: operation_failed: Exception in callback: A variable value has not been assigned to: pw-id2,UBOI-ANG1642394,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/3/7'}, u'device': u'MUM_NAR_911_2AC_HAT950BR088'}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'UBOI-ANG1642394', u'destn': {u'lagg': {u'devices': [{u'device': u'MUM_LGH_901_1AG_A_HCX6X8AR017', u'interface-list': [{u'intf-id': u'Eth-Trunk24', u'svlan': u'4028'}]}, {u'device': u'MUM_LGH_901_2AG_A_HCX6HX8AR034', u'interface-list': [{u'intf-id': u'Eth-Trunk24', u'svlan': u'4028'}]}]}}, u'bandwidth': u'8192', u'downtime': u'false', u'order': {u'date-of-provisioning': u'05052020', u'ra': 3448925, u'lsi': u'13558723'}}]}",2020-05-06T07:06:47.102Z
3443839,Failed,"{u'error': {u'data': {u'errors': [{u'path': u'/mpls-l2vpn-cfs:mpls-l2vpn{FWNN-ANG1642545}/src/access{NOD_STE_902_4AC_B_ASASMXPR403}/interface/mux-hostname', u'message': u'Data not found', u'code': -32000, u'type': u'data.not_found', u'reason': u'Data not found'}, {u'path': u'/mpls-l2vpn-cfs:mpls-l2vpn{FWNN-ANG1642545}/destn/access{NDL_DRS_911_1AC_ASAR8XXR209}/interface/mux-hostname', u'message': u'Data not found', u'code': -32000, u'type': u'data.not_found', u'reason': u'Data not found'}]}}}",FWNN-ANG1642545,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'1/1/19', u'mux-hostname': u'NOD_STE_902_4AC_B_ASASMXPR403'}, u'device': u'NOD_STE_902_4AC_B_ASASMXPR403'}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'FWNN-ANG1642545', u'destn': {u'access': [{u'interface': {u'intf-id': u'1/1/3', u'mux-hostname': u'NDL_DRS_911_1AC_ASAR8XXR209'}, u'device': u'NDL_DRS_911_1AC_ASAR8XXR209'}]}, u'bandwidth': u'46080', u'downtime': u'false', u'order': {u'date-of-provisioning': u'06052020', u'ra': 3443839, u'lsi': u'13547585'}}]}",2020-05-06T08:34:38.167Z
3424952,Success,Service provisioning success,DEVL-ANG1642585,CEN-L2,"[{u'RFS-NOKIA': u'<rpc xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""\n     message-id=""2"">\n  <edit-config xmlns:nc=""urn:ietf:params:xml:ns:netconf:base:1.0"">\n    <target>\n      <running/>\n    </target>\n    <test-option>test-then-set</test-option>\n    <error-option>rollback-on-error</error-option>\n    <with-inactive xmlns=""http://tail-f.com/ns/netconf/inactive/1.0""/>\n    <config>\n      <mpls-l2vpn xmlns=""http://com.cisco/bharti/mpls-l2vpn"">\n        <ckt-id>DEVL-ANG1642585</ckt-id>\n        <bandwidth>2048</bandwidth>\n        <reconcile>false</reconcile>\n        <order>\n          <ra>3424952</ra>\n          <date-of-provisioning>06052020</date-of-provisioning>\n        </order>\n        <service>\n          <business>\n            <type>tng</type>\n          </business>\n        </service>\n        <destn>\n          <npe>\n            <devices>\n              <device>CHD_C34_901_1NP_ASR12XXR001</device>\n              <interface-list>\n                <intf-id>lag-23</intf-id>\n                <subintf-id>921</subintf-id>\n              </interface-list>\n            </devices>\n            <devices>\n              <device>CHD_C34_901_2NP_ASR12XXR001</device>\n              <interface-list>\n                <intf-id>lag-23</intf-id>\n                <subintf-id>921</subintf-id>\n              </interface-list>\n            </devices>\n          </npe>\n          <type>lm-other</type>\n        </destn>\n        <src>\n          <lagg>\n            <devices>\n              <device>CHD_C34_901_2AG_ASR12XXR003</device>\n            </devices>\n            <devices>\n              <device>PKC_P08_901_2AG_ASR12XXR003</device>\n            </devices>\n          </lagg>\n          <access>\n            <device>CHD_ZNC_901_1AC_ASAR8XXR027</device>\n            <interface>\n              <intf-id>lag-4</intf-id>\n            </interface>\n            <evc>\n              <vlan-id>921</vlan-id>\n            </evc>\n          </access>\n        </src>\n        <mtu/>\n      </mpls-l2vpn>\n    </config>\n  </edit-config>\n</rpc>\n'}, {u'PKC_P08_901_2AG_ASR12XXR003': u'exit all\nconfigure\nservice\n sdp 212 mpls create\n  bgp-tunnel\n  keep-alive\n   shutdown\n  exit\n exit\n sdp 12853 mpls create\n  bgp-tunnel\n  keep-alive\n   shutdown\n  exit\n exit\nexit\nexit all'}, {u'CHD_ZNC_901_1AC_ASAR8XXR027': u'exit all\nconfigure\nport 4\n description ""\\""#FTTB#TNG#DEVL-ANG1642585#3424952#2048#06052020#\\""""\n ethernet\n  mode        access\n  mtu 9212\n  egress-rate 2048\n exit\n no shutdown\nexit\nqos\n sap-egress 555 create\n  queue 5 create\n  exit\n  fc h2 create\n   queue 5\n  exit\n exit\nexit\nservice\n sdp 13 mpls create\n  bgp-tunnel\n  keep-alive\n   shutdown\n  exit\n exit\n epipe 3424952 customer 1 create\n  description  ""\\""#FTTB#TNG#DEVL-ANG1642585#3424952#2048#06052020#\\""""\n  service-name ""\\""#FTTB#TNG#DEVL-ANG1642585#3424952#2048#06052020#\\""""\n  service-mtu  9014\n  endpoint ""\\""p2p\\"""" create\n   revert-time              1\n   standby-signaling-master\n  exit\n  spoke-sdp 13:3424952 endpoint ""\\""p2p\\"""" create\n   precedence primary\n   no shutdown\n  exit\n  spoke-sdp 13:53424952 endpoint ""\\""p2p\\"""" create\n   precedence 1\n   no shutdown\n  exit\n  sap 4 create\n   ingress\n    qos 555\n   exit\n   statistics\n    ingress\n     counter-mode forward-drop-count\n    exit\n   exit\n  exit\n  no shutdown\n exit\nexit\nexit all'}, {u'CHD_C34_901_2NP_ASR12XXR001': u'exit all\nconfigure\nport 23\n description ""\\""#FTTB#TNG#DEVL-ANG1642585#3424952#2048#06052020#\\""""\n ethernet\n  mode        access\n  mtu 9212\n  egress-rate 2048\n exit\n no shutdown\nexit\nqos\n sap-egress 113 name 113 create\n  queue 1 create\n  exit\n  queue 5 create\n  exit\n  fc h2 create\n   queue 5\n  exit\n exit\n sap-ingress 113 name 113 create\n  queue 1 create\n  exit\n  queue 5 create\n  exit\n  queue 11 multipoint create\n  exit\n  fc h2 create\n   queue 5\n  exit\n  default-fc       h2\n  default-priority high\n exit\nexit\nservice\n sdp 333 mpls create\n  bgp-tunnel\n  keep-alive\n   shutdown\n  exit\n exit\nexit\nexit all'}, {u'CHD_C34_901_2AG_ASR12XXR003': u'exit all\nconfigure\nservice\n sdp 3 mpls create\n  bgp-tunnel\n  keep-alive\n   shutdown\n  exit\n exit\n sdp 212 mpls create\n  bgp-tunnel\n  keep-alive\n   shutdown\n  exit\n exit\n epipe 3424952 customer 1 name 3424952 vc-switching create\n  description #FTTB#TNG#DEVL-ANG1642585#3424952#2048#06052020#\n  service-mtu 9014\n  spoke-sdp 3:3424952 create\n   hash-label\n   no shutdown\n  exit\n  spoke-sdp 212:3424952 create\n   no shutdown\n  exit\n  no shutdown\n exit\nexit\nexit all'}, {u'CHD_C34_901_1NP_ASR12XXR001': u'exit all\nconfigure\nport 23\n description ""\\""#FTTB#TNG#DEVL-ANG1642585#3424952#2048#06052020#\\""""\n ethernet\n  mode        access\n  mtu 9212\n  egress-rate 2048\n exit\n no shutdown\nexit\nqos\n sap-egress 113 name 113 create\n  queue 1 create\n  exit\n  queue 5 create\n  exit\n  fc h2 create\n   queue 5\n  exit\n exit\n sap-ingress 113 name 113 create\n  queue 1 create\n  exit\n  queue 5 create\n  exit\n  queue 11 multipoint create\n  exit\n  fc h2 create\n   queue 5\n  exit\n  default-fc       h2\n  default-priority high\n exit\nexit\nservice\n sdp 13 mpls create\n  bgp-tunnel\n  keep-alive\n   shutdown\n  exit\n exit\n epipe 3424952 customer 1 name 3424952 create\n  description  ""\\""#FTTB#TNG#DEVL-ANG1642585#3424952#2048#06052020#\\""""\n  service-name ""\\""#FTTB#TNG#DEVL-ANG1642585#3424952#2048#06052020#\\""""\n  service-mtu  9014\n  spoke-sdp 13:3424952 create\n   no shutdown\n  exit\n  sap 23 create\n   ingress\n    qos 113\n   exit\n   statistics\n    ingress\n     counter-mode forward-drop-count\n    exit\n   exit\n  exit\n  no shutdown\n exit\nexit\nexit all'}]","{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'lag-4'}, u'device': u'CHD_ZNC_901_1AC_ASAR8XXR027', u'evc': {u'svlan': u'921'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'DEVL-ANG1642585', u'destn': {u'npe': {u'devices': [{u'device': u'CHD_C34_901_1NP_ASR12XXR001', u'interface-list': [{u'intf-id': u'lag-23', u'svlan': u'921'}]}, {u'device': u'CHD_C34_901_2NP_ASR12XXR001', u'interface-list': [{u'intf-id': u'lag-23', u'svlan': u'921'}]}]}}, u'bandwidth': u'2048', u'downtime': u'false', u'order': {u'date-of-provisioning': u'06052020', u'ra': 3424952, u'lsi': u'13533469'}}]}",2020-05-06T10:42:07.938Z
75707,Success,Service provisioning success,TC_7,CEN-L2,"[{u'RFS1': u'<rpc xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""\n     message-id=""7"">\n  <edit-config xmlns:nc=""urn:ietf:params:xml:ns:netconf:base:1.0"">\n    <target>\n      <running/>\n    </target>\n    <test-option>test-then-set</test-option>\n    <error-option>rollback-on-error</error-option>\n    <with-inactive xmlns=""http://tail-f.com/ns/netconf/inactive/1.0""/>\n    <config>\n      <mpls-l2vpn xmlns=""http://com.cisco/bharti/mpls-l2vpn"">\n        <ckt-id>TC_7</ckt-id>\n        <bandwidth>4096</bandwidth>\n        <reconcile>false</reconcile>\n        <order>\n          <ra>75707</ra>\n          <date-of-provisioning>06052020</date-of-provisioning>\n        </order>\n        <backup-pwid>100000001</backup-pwid>\n        <service>\n          <mobility>\n            <type>2G-L2</type>\n          </mobility>\n        </service>\n        <primary-pwid>100000000</primary-pwid>\n        <destn>\n          <lagg>\n            <devices>\n              <device>BGL_WAO_901_1AG_CASR9KTR140</device>\n            </devices>\n            <devices>\n              <device>BGL_WAO_901_2AG_CASR9KTR370</device>\n            </devices>\n          </lagg>\n          <access>\n            <device>BGL_DDK_907_1AC_CASR920R415</device>\n            <interface>\n              <intf-id>GigabitEthernet0/0/8</intf-id>\n            </interface>\n            <evc>\n              <vlan-id>100</vlan-id>\n            </evc>\n          </access>\n          <type>e2ecen-intra</type>\n        </destn>\n        <src>\n          <lagg>\n            <devices>\n              <device>BGL_WAO_901_1AG_CASR9KTR140</device>\n            </devices>\n            <devices>\n              <device>BGL_BFD_901_1AG_CASR9KTR122</device>\n            </devices>\n          </lagg>\n          <access>\n            <device>BGL_BFD_933_1AC_B_CASR920R420</device>\n            <interface>\n              <intf-id>GigabitEthernet0/0/11</intf-id>\n            </interface>\n            <evc>\n              <vlan-id>100</vlan-id>\n            </evc>\n          </access>\n        </src>\n        <mtu/>\n      </mpls-l2vpn>\n    </config>\n  </edit-config>\n</rpc>\n'}, {u'BGL_WAO_901_2AG_CASR9KTR370': u'l2vpn\n bridge group TC_7_75707\n  bridge-domain TC_7_75707\n   mtu 9202\n   neighbor 10.60.225.150 pw-id 100000001\n   exit\n   vfi TC_7_75707\n    neighbor 192.168.53.49 pw-id 100000001\n     pw-class CEN-CW-FAT\n    exit\n   exit\n  exit\n exit\nexit\n'}, {u'BGL_WAO_901_1AG_CASR9KTR140': u'l2vpn\n bridge group TC_7_75707\n  bridge-domain TC_7_75707\n   mtu 9202\n   neighbor 10.60.225.150 pw-id 100000000\n   exit\n   neighbor 10.60.231.213 pw-id 100000000\n   exit\n  exit\n exit\nexit\n'}, {u'BGL_DDK_907_1AC_CASR920R415': u'\n\npolicy-map max-queue\n class class-default\n  queue-limit percent 85\n !\n!\ninterface GigabitEthernet0/0/8\n service instance 100 ethernet\n  description #MOB#2G-L2#TC_7#75707#4096#06052020#\n  encapsulation dot1q 100\n  rewrite ingress tag pop 1 symmetric\n  l2protocol forward\n  service-policy input Global_QOS\n  service-policy output max-queue\n  xconnect 10.229.37.70 100000000 encapsulation mpls\n   backup peer 10.229.34.134 100000001\n   no mpls control-word\n  exit\n exit\n no keepalive\n mtu           9202\n load-interval 30\nexit\n'}, {u'BGL_BFD_933_1AC_B_CASR920R420': u'\n\nclass-map match-any Mobility_CS_Conversational-IN\n match dscp af41\n!\nclass-map match-any Mobility_DATA_Bronze-IN\n match dscp af12 af13 af21\n!\nclass-map match-any Mobility_DATA_Gold-IN\n match dscp af23 af31\n!\nclass-map match-any Mobility_OM-IN\n match dscp af32\n!\nclass-map match-any Mobility_Sync_Control_Signaling-IN\n match dscp ef\n!\npolicy-map Global_QOS\n class Mobility_Sync_Control_Signaling-IN\n  set discard-class 1\n  set mpls experimental imposition 1\n !\n class Mobility_CS_Conversational-IN\n  set discard-class 5\n  set mpls experimental imposition 5\n !\n class Mobility_OM-IN\n  set discard-class 2\n  set mpls experimental imposition 2\n !\n class Mobility_DATA_Gold-IN\n  set discard-class 4\n  set mpls experimental imposition 4\n !\n class Mobility_DATA_Bronze-IN\n  set discard-class 0\n  set mpls experimental imposition 0\n !\n!\npolicy-map max-queue\n class class-default\n  queue-limit percent 85\n !\n!\ninterface GigabitEthernet0/0/11\n service instance 100 ethernet\n  description #MOB#2G-L2#TC_7#75707#4096#06052020#\n  encapsulation dot1q 100\n  rewrite ingress tag pop 1 symmetric\n  l2protocol forward\n  service-policy input Global_QOS\n  service-policy output max-queue\n  xconnect 10.229.37.70 100000000 encapsulation mpls\n   backup peer 192.168.53.49 100000001\n   no mpls control-word\n  exit\n exit\n no keepalive\n mtu           9202\n load-interval 30\nexit\n'}, {u'BGL_BFD_901_1AG_CASR9KTR122': u'l2vpn\n pw-class CEN-CW-FAT\n  encapsulation mpls\n   control-word\n   load-balancing\n    flow-label both\n   exit\n  exit\n exit\n bridge group TC_7_75707\n  bridge-domain TC_7_75707\n   mtu 9202\n   neighbor 10.60.231.213 pw-id 100000001\n   exit\n   vfi TC_7_75707\n    neighbor 10.229.34.134 pw-id 100000001\n     pw-class CEN-CW-FAT\n    exit\n   exit\n  exit\n exit\nexit\n'}]","{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/0/11'}, u'device': u'BGL_BFD_933_1AC_B_CASR920R420', u'evc': {u'svlan': u'100'}}]}, u'service': {u'mobility': {u'type': u'2G-L2'}}, u'ckt-id': u'TC_7', u'destn': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/0/8'}, u'device': u'BGL_DDK_907_1AC_CASR920R415', u'evc': {u'svlan': u'100'}}]}, u'bandwidth': u'4096', u'downtime': u'false', u'order': {u'ra': 75707, u'lsi': u'0'}}]}",2020-05-06T10:56:50.799Z
757082,Success,Service provisioning success,TC_82,CEN-L2,"[{u'RFS1': u'<rpc xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""\n     message-id=""2"">\n  <edit-config xmlns:nc=""urn:ietf:params:xml:ns:netconf:base:1.0"">\n    <target>\n      <running/>\n    </target>\n    <test-option>test-then-set</test-option>\n    <error-option>rollback-on-error</error-option>\n    <with-inactive xmlns=""http://tail-f.com/ns/netconf/inactive/1.0""/>\n    <config>\n      <mpls-l2vpn xmlns=""http://com.cisco/bharti/mpls-l2vpn"">\n        <ckt-id>TC_82</ckt-id>\n        <bandwidth>20480</bandwidth>\n        <local-stitching/>\n        <reconcile>false</reconcile>\n        <order>\n          <ra>757082</ra>\n          <date-of-provisioning>06052020</date-of-provisioning>\n        </order>\n        <service>\n          <business>\n            <type>ang</type>\n          </business>\n        </service>\n        <primary-pwid>100000000</primary-pwid>\n        <local-stitch>\n          <devices>\n            <device>BGL_WAO_901_2AG_CASR9KTR370</device>\n            <interface-list>\n              <intf-id>Bundle-Ether40</intf-id>\n              <subintf-id>3428</subintf-id>\n            </interface-list>\n            <interface-list>\n              <intf-id>Bundle-Ether10</intf-id>\n              <subintf-id>3428</subintf-id>\n            </interface-list>\n          </devices>\n          <devices>\n            <device>BGL_WAO_901_1AG_CASR9KTR140</device>\n            <interface-list>\n              <intf-id>Bundle-Ether40</intf-id>\n              <subintf-id>3428</subintf-id>\n            </interface-list>\n            <interface-list>\n              <intf-id>Bundle-Ether10</intf-id>\n              <subintf-id>3428</subintf-id>\n            </interface-list>\n          </devices>\n        </local-stitch>\n        <mtu/>\n      </mpls-l2vpn>\n    </config>\n  </edit-config>\n</rpc>\n'}, {u'BGL_WAO_901_2AG_CASR9KTR370': u'policy-map NSO_20Mb\n class class-default\n  police rate 20480000 bps burst 3840000 bytes\n  !\n !\n end-policy-map\n!\ninterface Bundle-Ether 10.5001 l2transport\n description #FTTB#ANG#TC_82#757082#20480#06052020#\n encapsulation dot1q 3428\n service-policy input NSO_20Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\ninterface Bundle-Ether 40.5000 l2transport\n description #FTTB#ANG#TC_82#757082#20480#06052020#\n encapsulation dot1q 3428\n service-policy input NSO_20Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\nl2vpn\n bridge group TC_82_757082\n  bridge-domain TC_82_757082\n   mtu 9216\n   interface Bundle-Ether10.5001\n   exit\n   interface Bundle-Ether40.5000\n   exit\n   neighbor 10.229.37.70 pw-id 100000000\n   exit\n  exit\n exit\nexit\n'}, {u'BGL_WAO_901_1AG_CASR9KTR140': u'policy-map NSO_20Mb\n class class-default\n  police rate 20480000 bps burst 3840000 bytes\n  !\n !\n end-policy-map\n!\ninterface Bundle-Ether 10.5001 l2transport\n description #FTTB#ANG#TC_82#757082#20480#06052020#\n encapsulation dot1q 3428\n service-policy input NSO_20Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\ninterface Bundle-Ether 40.5000 l2transport\n description #FTTB#ANG#TC_82#757082#20480#06052020#\n encapsulation dot1q 3428\n service-policy input NSO_20Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\nl2vpn\n bridge group TC_82_757082\n  bridge-domain TC_82_757082\n   mtu 9216\n   interface Bundle-Ether10.5001\n   exit\n   interface Bundle-Ether40.5000\n   exit\n   neighbor 10.229.34.134 pw-id 100000000\n   exit\n  exit\n exit\nexit\n'}]","{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'service': {u'business': {u'type': u'ang'}}, u'local-stitching': True, u'ckt-id': u'TC_82', u'order': {u'ra': u'757082', u'lsi': u'ls908108'}, u'bandwidth': u'20480', u'downtime': u'false', u'local-stitch': {u'devices': [{u'device': u'BGL_WAO_901_1AG_CASR9KTR140', u'interface-list': [{u'intf-id': u'Bundle-Ether10', u'svlan': u'3428'}, {u'intf-id': u'Bundle-Ether40', u'svlan': u'3428'}]}, {u'device': u'BGL_WAO_901_2AG_CASR9KTR370', u'interface-list': [{u'intf-id': u'Bundle-Ether10', u'svlan': u'3428'}, {u'intf-id': u'Bundle-Ether40', u'svlan': u'3428'}]}]}}]}",2020-05-06T11:01:11.707Z
